user_id,playlist_id,action_type,action_time,details
104,518,create,2025-11-24 11:38:21,user104_mix_4
106,519,create,2025-11-24 11:38:21,user106_mix_1
106,520,create,2025-11-24 11:38:21,user106_mix_2
106,521,create,2025-11-24 11:38:21,user106_mix_3
106,522,create,2025-11-24 11:38:21,user106_mix_4
106,523,create,2025-11-24 11:38:21,user106_mix_5
106,524,create,2025-11-24 11:38:21,user106_mix_6
106,525,create,2025-11-24 11:38:21,user106_mix_7
106,526,create,2025-11-24 11:38:21,user106_mix_8
106,527,create,2025-11-24 11:38:21,user106_mix_9
106,528,create,2025-11-24 11:38:21,user106_mix_10
107,529,create,2025-11-24 11:38:21,user107_mix_1
107,530,create,2025-11-24 11:38:21,user107_mix_2
107,531,create,2025-11-24 11:38:21,user107_mix_3
107,532,create,2025-11-24 11:38:21,user107_mix_4
107,533,create,2025-11-24 11:38:21,user107_mix_5
107,534,create,2025-11-24 11:38:21,user107_mix_6
107,535,create,2025-11-24 11:38:21,user107_mix_7
107,536,create,2025-11-24 11:38:21,user107_mix_8
108,537,create,2025-11-24 11:38:21,user108_mix_1
108,538,create,2025-11-24 11:38:21,user108_mix_2
108,539,create,2025-11-24 11:38:21,user108_mix_3
108,540,create,2025-11-24 11:38:21,user108_mix_4
108,541,create,2025-11-24 11:38:21,user108_mix_5
108,542,create,2025-11-24 11:38:21,user108_mix_6
108,543,create,2025-11-24 11:38:21,user108_mix_7
108,544,create,2025-11-24 11:38:21,user108_mix_8
108,545,create,2025-11-24 11:38:21,user108_mix_9
108,546,create,2025-11-24 11:38:21,user108_mix_10
109,547,create,2025-11-24 11:38:21,user109_mix_1
109,548,create,2025-11-24 11:38:21,user109_mix_2
109,549,create,2025-11-24 11:38:21,user109_mix_3
109,550,create,2025-11-24 11:38:21,user109_mix_4
109,551,create,2025-11-24 11:38:21,user109_mix_5
109,552,create,2025-11-24 11:38:21,user109_mix_6
109,553,create,2025-11-24 11:38:21,user109_mix_7
109,554,create,2025-11-24 11:38:21,user109_mix_8
109,555,create,2025-11-24 11:38:21,user109_mix_9
109,556,create,2025-11-24 11:38:21,user109_mix_10
110,557,create,2025-11-24 11:38:21,user110_mix_1
111,558,create,2025-11-24 11:38:21,user111_mix_1
111,559,create,2025-11-24 11:38:21,user111_mix_2
111,560,create,2025-11-24 11:38:21,user111_mix_3
111,561,create,2025-11-24 11:38:21,user111_mix_4
112,562,create,2025-11-24 11:38:21,user112_mix_1
112,563,create,2025-11-24 11:38:21,user112_mix_2
112,564,create,2025-11-24 11:38:21,user112_mix_3
112,565,create,2025-11-24 11:38:21,user112_mix_4
112,566,create,2025-11-24 11:38:21,user112_mix_5
112,567,create,2025-11-24 11:38:21,user112_mix_6
112,568,create,2025-11-24 11:38:21,user112_mix_7
112,569,create,2025-11-24 11:38:21,user112_mix_8
113,570,create,2025-11-24 11:38:21,user113_mix_1
114,571,create,2025-11-24 11:38:21,user114_mix_1
114,572,create,2025-11-24 11:38:21,user114_mix_2
115,573,create,2025-11-24 11:38:21,user115_mix_1
115,574,create,2025-11-24 11:38:21,user115_mix_2
115,575,create,2025-11-24 11:38:21,user115_mix_3
115,576,create,2025-11-24 11:38:21,user115_mix_4
115,577,create,2025-11-24 11:38:21,user115_mix_5
115,578,create,2025-11-24 11:38:21,user115_mix_6
116,579,create,2025-11-24 11:38:21,user116_mix_1
116,580,create,2025-11-24 11:38:21,user116_mix_2
116,581,create,2025-11-24 11:38:21,user116_mix_3
118,582,create,2025-11-24 11:38:21,user118_mix_1
118,583,create,2025-11-24 11:38:21,user118_mix_2
119,584,create,2025-11-24 11:38:21,user119_mix_1
119,585,create,2025-11-24 11:38:21,user119_mix_2
119,586,create,2025-11-24 11:38:21,user119_mix_3
119,587,create,2025-11-24 11:38:21,user119_mix_4
119,588,create,2025-11-24 11:38:21,user119_mix_5
119,589,create,2025-11-24 11:38:21,user119_mix_6
