playlist_id,song_id
165,5SkRLpaGtvYPhw02vZhQQ9
166,3QT55sRs0R7AVFhBxSxrZN
166,1Q4DK5GLldkubj5GtCzbs7
166,2mxByJWOajjiVsLWjNXvDJ
166,2YWtcWi3a83pdEg3Gif4Pd
166,651EWgRMSL0JI23zphNwKY
166,4TDPlp7OSOjuDU3l7PCM04
166,2UikqkwBv7aIvlixeVXHWt
166,17wt2Rnlnn6jR6yGY5CcAV
166,0zqULZO63Ty1Md9Qo3RNDh
166,3wFLWP0FcIqHK1wb1CPthQ
167,1V8XneTrX6kKeoxYbk4x6h
167,11PV8CaPqlto9Uejx92C35
167,0hL9gOw6XBWsygEUcVjxEc
167,1bDbXMyjaUIooNwFE9wn0N
167,2jtUGFsqanQ82zqDlhiKIp
167,6iC3L3YmAkGucvJbXKDanA
167,6cblRiEGDRNZgowcm951R3
167,0GcWf1Cc4ixN35D3O9VdcP
167,58YL9Jo1T0wyijCOZWRmyL
167,2uflssWlCaJ6CbTMOsUpNI
167,0XRJc66Gcvq8F98KE1TXD8
167,23UV8pJEvRnAZd6ZAXBC0H
167,0rzaRSujxA0bKyjJl6vHYq
167,7zK4UxuBYdenyXNHJ3U6HA
168,0sTBOp1hdayTjw6UOyPyi6
168,2aOPvzjpMwikBgngKcxsA9
168,3pXF1nA74528Edde4of9CC
168,5gGz4XkNZV335nYgs34Ro7
168,1ayV64ur8VWgc6OPtPRl1q
168,1ysAvOdJgUjc6CqOQxepaz
168,74fpNVAJrKGQuqHETi4WSt
168,6M0IsaUX4GNyto4niSegfI
168,5xIDCYGTyLaDkiaaulVPcJ
168,0EaLRxrtnq7Mqhdf8q9txr
168,7HC7R2D8WjXVcUHJyEGjRs
168,5wTVNpi5WDByxBgKgUE6MU
168,5dDlknAL9imbXXl7uG7oqe
168,08fvAoeVAl6DAOT3nilvQN
168,0q75NwOoFiARAVp4EXU4Bs
168,6Y9HwT5bGpBjrY9gr9bN8e
169,2Ldb2ytuC9AxhpAkVEJBI6
169,4xdBrk0nFZaP54vvZj0yx7
169,4JOyMhad5dD81uGYLGgKrS
169,69vlMrzHwATKzupwNcUPyK
169,0zzdXBwYgPZR88QZr86hWF
169,4E63weMCaNZuGPEFMnuEi8
169,5BR3N53buXtSwzBdr80DGs
169,5sv0WnUs74Orn6GoPmC5im
169,1OjNUHE1W7Cxeph9DJzKbe
170,0E3e4EZKheJbBbisNcSR1c
170,0Uvf2v96tJ5CuyK0LtyAgd
170,734WuFbTDxTPMU1lBP6e0M
170,0KtV18BLmyIOYHCSISmVl9
170,5hzoEKZvvov9EKzrx419Ys
170,1U3A66OHQyTu4N2QTMsP86
170,7kxmcMUravCNgfnj8Qq2Av
170,2f0GI2ZLUtbGqFx8t2Gk6A
170,6AId2aKm8d23lG0TNMYxwm
170,7mDTvYD2ieE4Q28XFziMfJ
170,4KULAymBBJcPRpk1yO4dOG
170,7Km1xUI1qByxTCNMf05BZ1
170,5B3GZOZYXNzWpUXQC42hxZ
170,0eBFgRxyVSeuT4iyrbukdn
170,03L2AoiRbWhvt7BDMx1jUB
170,4XDpeWqPADoWRKcUY3dC84
170,79mFFAOYcG8ZF6AN1JecAL
171,0YNtAadZvKBBEFARtfoCV8
171,4qSEvFGCpde73gqIuq3sho
172,2tGvwE8GcFKwNdAXMnlbfl
172,61S79KIVA4I9FXbnsylEHT
172,4cV9zzKtPtW4i0FhnEwazU
172,5cbHlX6tKCCiz1jtVvkH5w
172,0E0kxko3i9b5JxxMoGH3At
172,6I87amCgXe8XOFfQJZWGPP
172,2DEZmgHKAvm41k4J3R2E9Y
172,1MKOPZWwR9WAzlP2B6tn5o
172,3EHw4Ibarp6Fru4XKmwrip
172,5KLohKNLMLibqnG0FdmbvX
172,2LMkwUfqC6S6s6qDVlEuzV
172,3PJgmyLaybZtALX4mrgbiD
172,2LGdO5MtFdyphi2EihANZG
172,6Y9DeC4Z9R9scRPg7r11pl
172,3xytfOwki3uHqzhvMWI6HN
172,44c9MsAwxoAdAYpCVRBAG1
172,7wTqEW5nrMhvyEhEyTnOMd
172,6eknHC7HjAKchl23x2A7dW
172,6b8Be6ljOzmkOmFslEb23P
172,7itUbJA4IGNGOrvOOGywD7
172,5XMkENs3GfeRza8MfVAhjK
172,76qpEmu2bVlYCCz5IUcZw1
173,0zzdXBwYgPZR88QZr86hWF
173,1N2NENvgrnemh4AuV2hawv
173,19woxaSpjOefa2JnAOoqW5
173,7qEHsqek33rTcFNT9PFqLf
173,177WEvlLsCc0FzCTWslawr
173,4G67MRybTVTYariSY5WBXB
173,59KOoHFcw5XfICnO57holu
173,3BW34zpQNgRUwuQ4eUyzMN
173,2JUqYobT8NvARdPmc4ES2x
173,0JXXNGljqupsJaZsgSbMZV
173,5sMEEjviCkH6Rp5X2ZvIIc
173,4UP9Dn3u8O4p8oH41EXOai
173,3eX0NZfLtGzoLUxPNvRfqm
173,6bPSncBdjSuhvHXRF049F2
173,0fCwrjKfWxF3xQhZrYUw4T
173,4CSYU9jlZC2hP4F6RtWkfz
173,1dGr1c8CrMLDpV6mPbImSI
173,4IixOTCzviJgIigKleiVbo
174,1SK2Xrd3XvqASmuNuN9ccM
174,4eDYMhIin1pSLIG96f1aD0
174,19m3E0nMZobyA93AxMXC32
174,73scB4Q4fcOmnsBVZPmk32
174,36d14hX8stlJCR0eG0Lh2b
174,0rEFT5a7hFbO6xl9essItt
174,759ndr57jb0URg4j9YSWml
174,1xOXXYh6lTW8laxlW7JP2J
174,0jQxmtJ0XrQAB5irVtdxTK
175,3bNNvJA7hsGw0wSpGkfOBm
175,5P3yUXUC9rZPJPNmYGKEAz
175,0LtkAAEpEp1lkLX1ZvjHZb
175,3B1lK5gNppO22gQLozrxeA
175,5eyzRvcnNMLbF54jdVCM7Z
176,0mEdbdeRFQwBhN4xfyIeUM
176,69CDsup7hfmoiCjMt9lFNq
176,72jbDTw1piOOj770jWNeaG
176,5oLZOjxUHhbcB5Xv9OPOqO
176,2OWVCFTolecLiGZPquvWvT
176,3aO5affZSi1dOB3LMmP9mO
176,243KxZULAjWO3KREpVHgOH
176,33gSkDn6P9uS7ofaYiyBP6
176,2YWtcWi3a83pdEg3Gif4Pd
176,26AuyrZGzWWiYZPSd3XBIg
176,6LxSe8YmdPxy095Ux6znaQ
176,1DiVt4mPAMzbv2N2Yywxs1
176,6ElXX89QyYhYtrqdZasbTh
176,7rC5Pl8rQSX4myONQHYPBK
176,6DrXZwTuhl5Ow4mcmSWjME
176,0ecxQl1Uij06vO9S7htIVI
176,4lhqb6JvbHId48OUJGwymk
176,6O5TrlFWTYvznd9fMC0VvU
177,3K6U7TamNyVSWcFH8pCQHX
177,4SRShYMtFIGgnOU7iBicMH
177,1Yk0cQdMLx5RzzFTYwmuld
177,1sRCCA27Ogwy3MUGeJsYa2
177,0x60P5taxdI5pcGbqbap6S
177,6JmSfynzr6E0QllQZNEXEb
177,5GUYJTQap5F3RDQiCOJhrS
177,113xf7t4qNM7038YJvauik
177,1YxQxV5sKZN1TgVpXl5MLA
177,3rCNmRonlHN1TXQLcG3dSk
177,1uFW6czrHk5PsK3s6gOI7C
177,27eOHLIdWzqzZawiRSEi9s
177,6w9GrSUaQQIaMBYtabge7p
177,6D2tzc8kRnZb7P1lNwMBLH
177,6VVm8loj8FpKcAPUvgJfEl
177,40SsKTIEe0shbTNXGrW0H5
178,7lXOqE38eCr979gp27O5wr
178,0fonaf88IEDQM309zmU80L
178,0bek7IePM9EuMiDI6cGQJB
178,1JcIXOir94YUYBt2cXTzn2
178,3YIQgQd87ky85C6iLvEvaN
178,3aL7uOGU9S77L4pfFr43Es
178,6G7hnJoG5ZZE5bOeA18JXg
178,2Q0aElTZQtEUsoiaQfizu6
178,5TvFfDlVoUWZvfqrhTJzD7
178,1goNZsIE8w3NQOzlP40veh
178,34xTFwjPQ1dC6uJmleno7x
178,0cYohCh24y1aMjJmcS9RBl
178,6jypaMkKsoc5npsVzxhksl
178,2aJnyNu4PQxQ2lyj5boiMG
178,65X7IUg2rPy57wK7mnVNqS
178,1YdtGoSYDvVQKoUqSDXX41
178,05JtBVWRtSzqLoj7jj30kn
178,1a3X8Y882vwSnlnHqf9ztF
178,50vVMueaWOYOfyQUQKdaFq
179,7E0Vsj8rinTQl50BAsFewF
179,3CIyK1V4JEJkg02E4EJnDl
179,4cgjA7B4fJBHyB9Ya2bu0t
179,1lD0oPIfSYid1LhPvgrz10
179,0NWqNXBJTpXbkI5rPWNy3p
179,4Gqfcg7Ve6mVepAlYZ5yP3
179,1TweDM3JC49LNeelLVg3yX
179,2Vw8vOliCmBOAys8Q2xzJZ
179,4gbVRS8gloEluzf0GzDOFc
179,1N8dX8FWPUzVuSlKJA25FK
179,71BqAINEnezjQfxE4VuJfq
179,51RN0kzWd7xeR4th5HsEtW
179,55Am8neGJkdj2ADaM3aw5H
179,4f3uZW3Wc1uO2cN4WJs5nu
179,2pQoErkcTbLdQLnUtMYvuZ
179,4iYRa2btalAzPZoSYfROqF
179,7ojqw2j3HrrmXhfykBV88i
179,5ONOlTiqymhzwcFjqcIT6E
179,3ZIw7nCYObqthuWCuDrCu0
179,5dp2DNJtGuNjwgEtAN6BZd
180,16GUMo6u3D2qo9a19AkYct
180,3y4q6bBdbXsTIaPiwiiUfy
180,3surY3LebvLLdJezmiKUBO
180,5oLZOjxUHhbcB5Xv9OPOqO
180,6bmg5bRyVsYEDwpvrdAk3A
180,5euYMGygjq2IAfpzOD08Qb
180,5VQpJ2AY2iMzrRZKgcvNjh
180,3UN6cIn3VIyg0z1LCuFSum
180,2g6tReTlM2Akp41g0HaeXN
180,4PQA5I8Qf99He3SBKtl4Tf
181,2AEKTA8tQnXUullpmN8NkL
181,4tSrGUb119Qx4sAZBzfFgd
181,5dOxHHMOFAbG3VH23t0xNm
181,2gzLHBLh9IWhswffneqHbl
181,6RQ5IwG7uADz9LDWliJGjU
181,0O3U5iwTbiXCREMkvotJuN
181,3yM4sIOrG4UOJve2fQU7Zc
181,3JNEXPTnSxqlxNqhTW61D2
181,2CtaTmkRB7csW9XAZbWHDq
181,338HvC3y58zPScamNZu4Dr
181,7BRD7x5pt8Lqa1eGYC4dzj
181,4hTFbz1G3He7e3MKqXjcGx
181,1F6nHHDJyTHLgDDFj1ZZDt
181,6tjsbysvZh8Pq8DZA5ldrn
181,1HwDRgozGBMyfJTQUfz09A
181,2dLLR6qlu5UJ5gk0dKz0h3
181,3rzgN5U6Q8EviM03LijE31
181,0uZnF1sn2IcNCvnyAIKNMQ
181,0WsC4ETIXyiHDMXRaPMvKe
181,6GdUMm5xMw9hJckIc0qsGb
181,4WuOWVnAqvEQxgSRrspBgt
181,2ZL7WZcjuYKi1KUDtp4kCC
181,5uCax9HTNlzGybIStD3vDh
181,4PPgUdOaHiGBEswMhwSziB
182,5UxEKpzvvLnjoC10XoogN3
182,0CySZwyRJ0vyUqtSjM9i2k
182,5KZ0qobWEFl892YjIC02SE
182,05jQUgTm40hzAw5uqOy0ob
182,6Sq7ltF9Qa7SNFBsV5Cogx
182,6Yqmv7XJLCrQEauMbPGZSw
182,2U5WueTLIK5WJLD7mvDODv
182,2HRqTpkrJO5ggZyyK6NPWz
182,7c378mlmubSu7NGkLFa4sN
182,4vpx4cL7IRedZul0j0bL2c
182,4kV4N9D1iKVxx1KLvtTpjS
182,4Nf5EZ40JenjMUKXOiyRU5
182,23hieFLBMATmL2HseI2nBL
182,7y6c07pgjZvtHI9kuMVqk1
182,308kjPoIVBzDNExO54sqAi
182,0qksx8mV28lztYIZ1om8ml
182,0FolPJnYMo71Z7qasTuoJT
182,6SYSu569pfYdkDT9A5lZqi
182,7zLMYtNJcabv4h4wBnjNQI
183,5CscrLqFBgPfZR8fGtikov
183,5UgsZiYk1lkEobuPHmRtWm
183,5JBVrYNpJEa7eyG0E8UMvX
183,7GtGeeChOx4NS77bqK8SUx
183,3b5LW3nS3WFQyS1e8ajGJN
183,5C1TucCRf4Vjjree1OItyv
183,4kV4N9D1iKVxx1KLvtTpjS
183,4evLyY5Ue1Wesc61t2KXAU
183,4IcbUXrAzBtn6iUO1LP471
183,4O2rRsoSPb5aN7N3tG6Y3v
183,375YEKrb4JSu03HPzwOFfJ
183,6Y2Iom5hrfZyhBRGqcrJdc
183,1nXZnTALNXiPlvXotqHm66
183,4CeXqDnd36kBb2j88h67it
183,27356GVuMPFWiJSZCragoM
183,0ANExk8Iu85oqCgk82rG64
183,6Y9HwT5bGpBjrY9gr9bN8e
183,69CDsup7hfmoiCjMt9lFNq
183,5Uhp06JvYCjTLJkkIRUAQP
183,0F13K9dwYH2zpTWiR8d628
184,5uGjeXi3epIE8N2ITkxIQ5
184,0REaf0xqIOxEXGZgOXfrCW
184,28jCwARf1gYfHtTHmJJNHQ
184,2bPOr33Dh8usjH01h1wa3N
185,19m3E0nMZobyA93AxMXC32
185,5CscrLqFBgPfZR8fGtikov
185,45Ln3F9PRPYTXBcMFkZMzS
185,5uCax9HTNlzGybIStD3vDh
185,4sWQbsLLH2NEbO79DSZCL9
185,0WCiI0ddWiu5F2kSHgfw5S
185,1YdtGoSYDvVQKoUqSDXX41
185,57EMMRviFnUVwYgsHgAlA2
185,5JBVrYNpJEa7eyG0E8UMvX
185,5XeMsYb1rWxQL1bUUaZajn
185,5w1mdDSnFgF7qhnSvhdy4I
185,12dBXUbgyQdYv8TOVQubLw
185,08dz3ygXyFur6bL7Au8u8J
185,343YBumqHu19cGoGARUTsd
185,1iatZzgryaJh79PNFq2bi8
185,4YhMaKfdp5MgcECm2YC7ve
185,3oP2vxUR2bjFCrU9YolGnM
185,4AcIVgQDyBdLtfJyho29Mj
185,6b2mfHMqWCA74XmUuVJm8r
185,59KOoHFcw5XfICnO57holu
186,3X4Oz9LjhhtgyOhVNlfoYa
186,5kI4eCXXzyuIUXjQra0Cxi
186,3hUxzQpSfdDqwM3ZTFQY0K
186,6G7hnJoG5ZZE5bOeA18JXg
186,6J17MkMmuzBiIOjRH6MOBZ
186,6VsvKPJ4xjVNKpI8VVZ3SV
186,7E390nZTMqEbrNC1TmHd42
186,5eyzRvcnNMLbF54jdVCM7Z
186,66YHxyGAUGjMBDdrDlWIMD
186,0vtgMfyOVM2Y97DcVVJw3m
186,53zCCom4uEoIBaOAEJtjUL
186,2J3CYFUn6eAuHz5S9IKape
186,6QdwUxKYnMsTGaHP0kuq7T
187,46oDBddhwu0gfFr2z1fvh5
187,0YkUwXxnTkeJBvt5upeEtP
187,0DuWDLjriRPjDRoPgaCslY
187,64zQbQTwu4ppBEfWyhst9t
187,1rJg58PwiAa7lMYqMs27w5
187,5XMkENs3GfeRza8MfVAhjK
187,7iPabscOgrBuDkjZAvOVRD
187,2N9LEu6Pf8nDcp3GjWJT1Z
187,0nSRGOgdDFvAj6lGzKjEvo
187,4YmS7BALpAU0h4EAF4fYuh
187,0bek7IePM9EuMiDI6cGQJB
187,3JNEXPTnSxqlxNqhTW61D2
187,3YIQgQd87ky85C6iLvEvaN
187,3buwFfY33H32wfZ6X9poV3
187,6PlDfaiu0l777DqPolHkDQ
187,03j354P848KtNU2FVSwkDG
187,1PIgY9ybyFT9uWLM5POYGY
187,46s57QULU02Voy0Kup6UEb
187,5cXg9IQS34FzLVdHhp7hu7
187,6jy9yJfgCsMHdu2Oz4BGKX
187,6IZvVAP7VPPnsGX6bvgkqg
187,1jlBePA3tcycCoANSSZbgj
187,4E41Y3AvscAx1bdlSINuDU
188,0heeNYlwOGuUSe7TgUD27B
188,4EDijkJdHBZZ0GwJ12iTAj
188,3CA9pLiwRIGtUBiMjbZmRw
188,4kjI1gwQZRKNDkw1nI475M
188,09vTIvb4qpqECgewqXPVSq
188,02sy7FAs8dkDNYsHp4Ul3f
189,31G9RaSaDOI2NWcpnIp734
190,6kN06eEOblRAuWI0xUUS91
190,5BZsQlgw21vDOAjoqkNgKb
190,7szuecWAPwGoV1e5vGu8tl
190,0kn2gu8Pd03DiYHzRvX2Xk
190,1khmgu0pveJbkbpbkyvcQv
190,2De1EHbIhepIVLHZ16bySE
190,6X29iaaazwho3ab7GNue5r
190,3G5iN5QBqMeXx3uZPy8tgB
190,4HsaoezrUA96qMzDK3ZWnq
190,2sXaZphe2LlqAyZVKvHbU1
190,3a8cAWPzyD3xv1hCNR4f74
190,2pGhWehNgJ3BYbGBWmTV2B
190,19woxaSpjOefa2JnAOoqW5
190,60KvZItTS7PpROovaNVQcy
190,2dgFqt3w9xIQRjhPtwNk3D
190,0Z8G02M7ncN87m1DexCFC4
190,2LU2CYKUZUc1iAErxJb1dK
190,1xwAWUI6Dj0WGC3KiUPN0O
190,0dcMqjeDpwqB2xhzMsld0p
190,74cq6AFbsKdUVZMpG2TPEr
190,5Qv2Nby1xTr9pQyjkrc94J
190,6cWpj6c5pNZYEk5KYjNBji
191,4yWCzA44dQyp0SoeM81bUb
191,2tXqLfvoCvJi6S86WEAEOG
191,1n2wszmJyVkw6FHqyLnQsY
191,2Eb7QQ5soJQBEYTfSb5BS6
191,5mSRLKGJ0Uc7FW7SlJFKaP
191,1Se0r96r0gnqg67kJPmESc
191,4a9fW33mYR8LhXBOLUhbfF
191,4BHSjbYylfOH5WAGusDyni
191,5BHd0eLqg3c58QwyohoYga
191,05bnEv2dpFzmGVLGdjD9UP
191,1HEwEN64NjgTaHmo7LfkX8
191,4zqFA9MOG86u7uugR8QFDU
191,5uCax9HTNlzGybIStD3vDh
191,26hz3o1RH47yyE2iZnj9J7
191,1nahzW3kfMuwReTka28tH5
191,5KW11tUGHVDBbyoPuqG4U9
191,2RwOqicYzwMSuzKzHx78jm
191,3yBx8j3hVNawnmlrBf3EHR
191,6BGRxoR5ry5hXaBq5hny0Q
191,72EqPCCpe79JBwtLlVsdZ6
191,69cLn7zwq2oIfnahAOIwV1
191,2DBxhQbwnuXDioUVdL33S2
191,0kPhTGl84wcSzdTareTroP
191,6F2r4HgpJnvKDmkN6JEN6J
192,7HXUFIILHAhS6esiRy5Ibz
192,1RNtm45kw0hPMBz7gKiIYu
192,15zJeVUmKFnbrxm9dxcxYD
192,2aI21FnmY7TJVKeMaoQZ0t
192,7KZ5MMVgBVox9ycroB2UrI
193,4AYtqFyFbX0Xkc2wtcygTr
193,6X6m4xmdFcz31p1h7Qg68c
193,043vxbUHxQErHDIe7zuC0O
193,6YU556RBcA4js0poLlP8Cu
193,1eUGmzzvahJjOSWgDHuRlv
193,1I37Zz2g3hk9eWxaNkj031
193,1YnChEM51BVZ5dRhbVFEMl
193,1uFW6czrHk5PsK3s6gOI7C
193,3xGJuHvSxFJxxYlHj5BIoT
194,1qrhpxdnC4nUCyFefPVCDa
194,6SYSu569pfYdkDT9A5lZqi
194,22VdIZQfgXJea34mQxlt81
194,1TKTiKp3zbNgrBH2IwSwIx
194,1elQc2QcyuBkI8FUIbNvcy
194,3wyrAqvuBzF3iCRzKkiTS5
194,0NWqNXBJTpXbkI5rPWNy3p
194,1aOdsNEQP9wVJEN9a73GRf
194,7BqBn9nzAq8spo5e7cZ0dJ
194,5JBVrYNpJEa7eyG0E8UMvX
194,348cSuo1eooBe21AzdjAqy
194,1Iq8oo9XkmmvCQiGOfORiz
194,1Rweq7vNjK4kZBbGrmxQsl
194,43PuMrRfbyyuz4QpZ3oAwN
194,3HqcNJdZ2seoGxhn0wVNDK
194,7Jk86fYuucnJRzp3XlYK4C
194,1dUHF4RyMmMTveJ0Rby6Xm
194,33l8KODrIwwt1QthRjvR2w
194,3pD0f7hSJg2XdQ6udw5Tey
195,7FwgafuJFYX2M5CrEVfN4M
195,7ks6AZmFcm3Y6PGGxGSmlB
195,4faHjDxqvO9clYe4grJeeD
195,2wg81gBz6PZSwbZrXObeW4
195,4G67MRybTVTYariSY5WBXB
195,20hTkA9oKKuxghkRptRczS
195,2HPmy1uA2SSJVVTduU9g2q
195,6I3mqTwhRpn34SLVafSH7G
195,6UCFZ9ZOFRxK8oak7MdPZu
195,05oC2UvKDcx0cY2wg9gzKC
195,7E1jVNoWuemqUryI4FxsVD
195,39q69v4D15oSshBmlJrkmW
196,7CBFRsUz1pz1cS12soVhih
196,32iNr3J93tqFkxaMYwdRYi
196,6PlDfaiu0l777DqPolHkDQ
196,1n2wszmJyVkw6FHqyLnQsY
196,0ZmkjefPVLvloVSgtmRu5M
196,3vJcz8exedHCjQ9ed95NqU
196,5MnPcgXz4RXqx09nIqvHKX
196,4PPgUdOaHiGBEswMhwSziB
196,61xjj1xvLBn43Jn2E3RzbB
196,3F14hbIqy1JKKLTb1mzdYV
196,2u9S9JJ6hTZS3Vf22HOZKg
196,1lTqq0aC6r2bXLviQ3oaVt
197,651EWgRMSL0JI23zphNwKY
197,74atKkOasLOVzvqB6mYgga
197,42opfOB0VjHYB91sYjmtOM
197,1nXZnTALNXiPlvXotqHm66
198,3A4cpTBPaIQdtPFb5JxtaX
198,1PH2MDbcBAU094DlgTIND1
198,4oB8Xd7gMlUEtWoD8bmCXW
198,6Ova4U0AcZrDqTaP0BWDjg
198,6wbbeA1FcbqXiJs7aIA8x7
198,31G9RaSaDOI2NWcpnIp734
198,4Cl3M8C8goTBaoysf9jb7e
198,2NGGvVcfb2m2NbVaXHC3gb
198,6nYlU9iIBRwEnCdXudBJl4
198,0ILIuCVbnekvEFpQCWhP8a
198,0IhMkvwh9SBreIrTVtXCTf
198,32TTewBmtmhUmYxS1ajqaJ
198,34tz0eDhGuFErIuW3q4mPX
198,16x9bQHw8TBNaGDyULvwad
198,7g4kv8dGaR8mHjxL2WP9ej
198,7Eg4LsQTM6QOqeCS8EihZI
198,4dh34dyav8M5jCN3yidn8Z
198,4SRyrhBJ5mq8fEa3bsdZn6
198,51ChrwmUPDJvedPQnIU8Ls
198,5zmaypMaWb21FUGBxbw8hT
198,1cCXT1cErAY6tmIqHbodrt
198,3ZVFcD8Wlw9T9klGqmJf9F
198,5p3NP9mQblDsVJLdfNZJ3I
198,2HPmy1uA2SSJVVTduU9g2q
198,2tJulUYLDKOg9XrtVkMgcJ
199,2Rk4JlNc2TPmZe2af99d45
199,2KrQbq3aqGOFGnkTKnN2XA
199,5ZDKPFRZC6QlJpf8bCIXTs
199,7KXjTSCq5nL1LoYtL7XAwS
199,4191RXFPa7Ge9XkA4cWlna
199,1bcIiU5FWRa2IYBqx0bk67
199,7gEUdaVffLsb2qgdj90cBk
199,0CsR9Y9SnC6ZWmekmVqSHz
199,6tnrFU8iLQ6orFXjCA3flL
199,1MmNMaPzI1uZQS20RV88AT
199,1RNtm45kw0hPMBz7gKiIYu
200,5JBVrYNpJEa7eyG0E8UMvX
200,0zg5XJPiga7E5FxiehriG2
200,0j2T0R9dR9qdJYsB7ciXhf
200,5q0EXnBYyeCdXD72FzJxH0
200,5mPSyjLatqB00IkPqRlbTE
200,0ada5XsQGLPUVbmTCkAP49
200,1YM6c2sxbf2Jacl9IFgn4I
200,0zqULZO63Ty1Md9Qo3RNDh
200,3Dp4oOTPnfcRhy8bnXl0RP
200,5ugcpEprRXs0HnZ1iMFXed
200,105Fwh9wijwT41rrfgSnrE
200,6O5TrlFWTYvznd9fMC0VvU
200,3S8jK1mGzQi24ilFb45DAZ
200,3agTX6v1AbfY3mMA8qX2Bh
201,2TOzTqQXNmR2zDJXihjZ2e
201,2prqm9sPLj10B4Wg0wE5x9
201,0fLeL6TVmrMgDMW1iC1puo
201,2x3mwb96B6TquRqMtbxUE1
201,0dDr2LgiACQVkZYJeStWh6
201,5JAYDuLRkODlVt6dgoalKk
201,4e3ZNTAV6PCrdYMUrUlMpQ
201,0fgsKar6uBO08vzHXkTjWi
201,5uSG6fUPRaehaV820zcpsK
201,7FwgafuJFYX2M5CrEVfN4M
201,32FhTAAjKZaBein150o3Px
201,2PFqkLmTU9k5CNLN6jMMmr
201,68vgtRHr7iZHpzGpon6Jlo
201,71F3mmSm8iCENJtgHG3qeZ
201,5oLZOjxUHhbcB5Xv9OPOqO
201,4PNn9pMYbErIXMHmE0w4a2
201,5pJBr57ff2dzpelkCQxnJE
201,0lc2neV7ZzjZExwCIVG2B3
201,4WLQVGtxD8eqDPMX2CiZlE
201,34sOdxWu9FljH84UXdRwu1
201,5KZ0qobWEFl892YjIC02SE
201,5gK37hBZjuCHFY99jyY7iG
201,1rFH4TZS38gkcLcW02bEm7
202,3MptiayBkOJblyC8geSXPE
202,2qT1uLXPVPzGgFOx4jtEuo
202,3Lfiu5sZ4M4B6JaKMBc0FU
202,2m3ObD945KvpE5y9A1eUWm
202,3YUMWmx8EJq0DurfuIwoGh
202,2LTlO3NuNVN70lp2ZbVswF
202,0N2Nx2lwHuqA203ZXoTwQL
202,5NZWHlQy5PKxQ1DcQ9EFbL
202,2zavoMfVVPJMikH57fd8yK
202,4n0JnrS5az8qhhQRuofBfo
202,2n7ohqg1s68ToAHh4u9mcW
202,2qrZpvfxSgXu7JXxYCj3Ka
202,5BHd0eLqg3c58QwyohoYga
202,74fpNVAJrKGQuqHETi4WSt
202,1MDQ1IsavnHoUFnxxKB2qf
202,0g4fMVo4JjwnIpTfFfLdxS
202,6uiQ0DqbXTBc8tl0AUKZkR
202,7IX7VAXujvcZ3e1PG7sGP7
202,7gEUdaVffLsb2qgdj90cBk
202,2Hh3ETdQKrmSI3QS0hme7g
202,0DwFOBIvJ5Q569M4tsTOI8
202,2QQ2BHrWAPVQz1LZOesXp8
203,0AkiAfilrTUXV49dleC5SB
203,4U6qrE2SSWYGVKCnT6VbmF
203,4O2rRsoSPb5aN7N3tG6Y3v
203,5FVd6KXrgO9B3JPmC8OPst
203,5RpGHqlGHRTGWzNPBKW08D
203,6r6nVev0MaoHIPrBGU9x4V
203,7qEUFOVcxRI19tbT68JcYK
203,0sdbFOyfgAhAhWq8DpzkaW
203,34hCuaKq1l0BIPFlewPD4R
203,7kjEqI6eZ7YlFrGhxixnlN
203,3goYw6YHoCjA1sfBzpdgzH
203,2dfqS3MRtbLZSZA1IL8xY5
203,0zzdXBwYgPZR88QZr86hWF
203,1C7KSXR2GVxknex6I4ANco
203,3SBAb63Bjv98ZqfAvP9aK8
203,6y1JKzkFrCvLZ4k9qbHP4t
203,65OIh4xcmjZFFXNvp7NAml
203,7g4kv8dGaR8mHjxL2WP9ej
203,2HolBGR6tpiWI80MXoV1dJ
203,5b5cPscqVEMChvDqscVw26
203,2J3CYFUn6eAuHz5S9IKape
204,2WnAKZefdRHxtBEkRjFOHC
204,68Dni7IE4VyPkTOH9mRWHr
204,6bAVI0vzQI5ERCW8X4QGhU
204,3gQwRTXQIbxKJbojcq8wf9
204,4T2zre0jqstNJ5Gt0WG9lz
204,2pw9RZWZibttZzoFhwjuy6
204,4XmQMFVOdI7dstMgmhThyJ
205,1xOXXYh6lTW8laxlW7JP2J
205,7aqfrAY2p9BUSiupwk3svU
205,5H25xsIuRWUI8GwcoAoeSG
205,02XcRGWPkvomFvzTamEKHg
205,5qbhVL3vB7HwWvb0042B7y
205,4tMhjP02FRQ0KIUUEJ2oGK
205,02sy7FAs8dkDNYsHp4Ul3f
205,4adKhxS40S3YGVt31EQfqe
205,3aO5affZSi1dOB3LMmP9mO
206,5rPzPAaOUceS8HiAculegz
206,7Ca5yTC81P0AtRnNKHKzwJ
206,1bcIiU5FWRa2IYBqx0bk67
206,20dP2DaMHIAmwWAbp7peSr
206,3RA55zrRkyPK8Fd86hrMy8
206,5M4yti0QxgqJieUYaEXcpw
206,2DNXgvkyv35vTWvdgjs7qn
206,24nhOvYX2gk3txBbMzXeUB
206,7k2nR2eTRVuzAMCXUj3HMv
206,5KZ0qobWEFl892YjIC02SE
206,0HMjXBAZmSYOTTi33WpMso
206,308kjPoIVBzDNExO54sqAi
206,0v2LUO8oTHnkjQ8MmKuXyk
206,0YJ9FWWHn9EfnN0lHwbzvV
206,11MyiSGZSYSmhhqwGUTtAq
